501-1000,text,Label
10170,"#COVID #COVIDVaccine if you don't wear a mask, stay #10feet apart and limit your time indoors in unventilated space… https://t.co/hQto7N42Po",0
59913,"Right now at Ved vaccination centre. A person from Mumbra Arshad sayyed asked me to help him with the hospital form to get vaccinated. I filled out his form. He got vaccinated.
Feeling good that I helped someone for vaccination.
#CovidVaccine",0
90712,"#BreakingNews 

The 
#CovidVaccine Is Free, They Just Gonna Charge You To Get In The @Yankees Stadium 🏟. 

💅🕳👉🏻⛷ #breaking #yijaaaaa #area51",0
46391,"@anna_carlile @LGBTTeacherUK @GoldsmithsEduc1 Yes, that’s Essex Lodge. Very friendly people there. Not my GP… https://t.co/U2j7soYYkp",0
41704,"Breaking: Johnson and Johnson asks @US_FDA to authorize emergency use of its #CovidVaccine. By @saltzmanglobe.  

https://t.co/jMQYuXhncp",0
50780,"You don't necessarily have to go to the doctor or hospital to get vaccinated.

Creativity is the key to reaching mo… https://t.co/Q0fOpMkJNZ",0
79779,"📣Walk-in #COVIDVaccine clinic
🏥Queens Pharmacy
🗺️107a Rosendale Rd, West #Dulwich SE21 8EZ

Mon-Sat, 10am-6pm
Sun, 10am-5pm

💉AstraZeneca - 1st &amp; 2nd doses (after 8 wks)

💙No proof of address, NHS number or immigration status

🌐https://t.co/aIEIhnTAPt https://t.co/o7oDf10tcD",0
68948,"US: New York city is returning to """"life as we know it"""" after at least 70% of adults in the state have received at least one #COVID19 jab, its governor has said
#COVID19 #NewsAlert #NewShot #COVID19 #CovidVaccine #COVIDDeaths #COVIDdata https://t.co/Z6LFlGpBU0",0
24662,"""""...all that making the contracts public would do is to allow other countries to start trying to outbid what we pai… https://t.co/cBiyGUqgru",0
43475,"All states are given adequate doses of Vaccine : @AmitShah 

This come after many states including MH, OD,CG,JH com… https://t.co/XXfXxUqHsJ",0
15522,"Yup, vaccine is getting to me.😷🤒 #CovidVaccine #Moderna #SecondShot",0
98372,Which is why I signed up for the #CovidVaccine the very first day my employer offered it!! https://t.co/i9xNXKnzNK,0
56619,"https://t.co/R24jXR3DiK

Lol these my body my choice crowds sure sing a different tune.

MY BODY MY CHOICE! oh.. i have to pay?

nm... BAHHHHHHH I'm a sheep now too!

idiots. 

#COVIDIOTS #canada #COVID19 #covidvaccine",1
52429,"As many of you already know, we at @TeminAndCo have been strongly campaigning for @Vaccinate4Love alongside @drjonesENT for the past several months, urging patients &amp; communities to get the #CovidVaccine.

With the support of the nation's top doctors @CastleConnolly we have (1/2) https://t.co/0Ny1uWjaPQ",0
29899,Our #CovidVaccine bus is a key part of our strategy in #Greenwich to ensure that everyone who is eligible (currentl… https://t.co/G4GFzxJgDX,0
95739,"JUST IN - #JoeBiden announces mandatory #COVID19 vaccination of all Veterans Affairs' medical employees, becoming the first US federal agency to do so.

#Wakeup #YoureBeingPlayed #CovidVaccine",0
5200,"#BombayHighCourt has asked #UnionGovt to explain how it places orders for Covid-19 vaccination doses with manufacturers and timeline in which it is received. """"Also explain how it is allocated to various states"""" HC. #CovidVaccine  @PMOIndia @SerumInstIndia @BharatBiotech",0
31645,At the pharmacy for shot 2 #FullyVaccinated #CovidVaccine #vaccinated,0
80099,"#BeADefender of children's health and #JustSayNo to authorizing the #CovidVaccine for children. 

@DrPaulOffit @SwamyGeeta @PaulSpearmanMD
@anditwitts @PergamIC @ProfAOFuller
@JamesEKHildreth @levy_o @DrWoodcockFDA
@CDCDirector @FDA @US_FDA @CDCgov
@Pfizer @moderna_tx @JNJNews",0
92818,"Facts Matter (Feb. 7): CDC Signals Changes to COVID-19 Vaccine Schedule, in Part to Address Heart Inflammation https://t.co/XlkZirP9q9
 #COVID
#CovidVaccine
Download our app to read more at https://t.co/lhJCNmRA36",0
82440,"..., just like our #45thPOTUS has done dur'n the entire four year #FullTimeJOB that #WeThePeople hired aka #ELECTED… https://t.co/deHnxUpdC1",0
67499,We've been working extra hard to get our Covid vaccine clinic up and running so that we can safely deliver these wo… https://t.co/MXua91F1Rt,0
42413,"If schools decide to open anytime soon, what's the best preventive for children #COVID19nsw #CovidVaccine",0
89143,"They really want us to believe that shingles, which is one of the adverse reactions from the #covidvaccine is #monkeypox . Clown world we live in. #scamdemic #plandemic #MoneyPox #WAKEUPWORLD",0
10265,@nytimes Now please find out when will #CovidVaccine be available to USCitizens living abroad? We are desperate to protect ourselves and join the global fight against #COVID19 @StateDept @CDCgov @WHO @POTUS @WhipClyburn @CDCDirector @Surgeon_General,0
6558,"Covid vaccination clinic today at The Ridge, great team to work with and their organisation is amazing! Always feel… https://t.co/kdFnZo7RKj",0
43844,🚨 Philly peeps!! 🚨 Vaccine interest form which saves your place in line! #CovidVaccine https://t.co/7bVA1148K5,0
7174,"Pfizer vaccine : 90% success rates
Moderna Vaccine: 95% success rates
Desi Parents: Good but try for 100% next time.
#CovidVaccine",0
61671,"#Taiwan's government on Saturday granted emergency use authorisation for #AstraZeneca Plc's #Covid19 vaccine, with… https://t.co/EOxkw0u38m",0
83283,This seems to be the difference that #CovidVaccination makes. #COVID19 #CovidVaccine https://t.co/e1Qb6W6HpL,0
52553,@notasoreloser @nwddebo @ThisAmerican09 FACT: All the #CovidVaccine  are experimental. We really won't know the death rates from direct OR longterm causes for a few to several years. For a vaccine that actually INCREASES your chances of getting the virus! https://t.co/BEjoqDlppv,0
42752,"If you've made it this far without getting #COVID19, do you need the shot? The #DeltaVariant spreads easily, with increased rates of sickness and hospitalization.

Learn more: https://t.co/gF8ekAQL28 #COVIDVaccine https://t.co/GajCE5MEvd",0
82503,Has anyone in #Wannon received a #CovidVaccine yet?,0
15031,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 13/01 at 11:00AM
FREE Slots 
#COVISHIELD - Dose1:14370, Dose2:390
#COVAXIN - Dose1:250, Dose2:248
PAID Slots 
#COVISHIELD - Dose1:7619, Dose2:268
#COVAXIN - Dose1:248, Dose2:249
#SPUTNIKV - Dose1:258, Dose2:156",0
61100,@Ger8Lynch @RoyalDonnybrook Thks Geraldine 🙏💕 Waking up every day past 9 mths wondering could this be the day? #CovidVaccine,0
42746,"@CoffeeBeBestest @DonnaMZ @FacesOfCOVID @YoDoctorYo @WesElyMD @BirgitC @CDCDirector @covidlongstudy @longhaulercovid @StanfordMed @UCDavisHealth @UCLAHealth @UCSFHospitals So Coffee don't give me your BS about misinformation. It's you who are misinformed!!! 
Currently dealing with #LongCovid and it's deplorable conditions and side effects.  
#LongCovid #longhaulers #COVID19 #CovidVaccine",0
21492,ANTI ASIAN HATE CRIMES UP 150% Because Trump LIED about #CoronaVirus #COVIDIOT #TrumpFlu Rand Paul just theater… https://t.co/ASib3epypJ,0
69435,Please start precautionary/booster dose of #CovidVaccine for 50+ population. @WHO also confirms that it is required. All those who received vaccine 9-months ago are vulnerable. @narendramodi @PMOIndia @mansukhmandviya @MoHFW_INDIA,0
76018,"American Heart Association censored!

There is no end to this as long as the #Democrats have power.

Read: 
We All Fall Down: The Dissolution of American 

to understand why this is happening

#DemocratsHateAmerica #CovidVaccine #VaccinePassports 

https://t.co/IYEiZ8UJwV",0
18876,"I'm working with the Latino Coaltion of Weld County to get others vaccinated so they can be with their friends and family too. Find a vaccine near you at https://t.co/0Vdh5ZtRfU or call 877-CO-VAX-CO.
#PowertheComeback
#DoingMyPartCO
#COVIDvaccine
#LatinoCoalitionofWeldCounty https://t.co/2RFd5LDwCz",0
3286,"Had my #CovidVaccine shot today. Went smoother than I thought. I anticipated a little more painful shot, but it was a simple little poke that almost felt like nothing, though my shoulder muscle was a little tense briefly. Glad I finally got the shot. What a relief! #COVID19",0
70985,"When we will get vaccine?? We need to travel daily for Job,we also have families every rich people is getting vaccine when common man will get???  @CMOMaharashtra @PMOIndia #VaccineRegistration #VaccineFor18Plus #CovidVaccine",0
35205,"The NHS will not ask you to apply for the #COVIDVaccine and it is FREE of charge. 

When it’s your turn to be vacci… https://t.co/KYLFywA5YU",0
73716,These should be mandatory #COVID19 #CovidVaccine #covidiots https://t.co/giDiNS2UG0,0
66722,"I just received an email from Indiana Department of Health about a local vaccination clinic being set up to provide doses for those 5-11. When I go to register, I keep getting this pop-up, even though the site says the time is available. Frustrating. #CovidVaccine https://t.co/YAcX86KBvu",0
61243,"#COVID19TN
Covid positive cases today in TN 4506 Individuals Tested 160776 TPR in TN 2.80%. TPR dipped. TPR yesterday 2.85%. Fatality is the area of concern. Follow appropriate covid protocols to avoid third wave #CovidVaccine #COVID #Corona #DeltaPlusVariant https://t.co/6qaUB3zwlK",0
20972,"@umashankarsingh Thanks @narendramodi for listening to the de-facto Work Only PM @RahulGandhi 
You delay it but always has to eventually listen to him
#CovidVaccine https://t.co/fPzTnFC7OC",0
91186,"Anyone aged 21 or over, or who turns 21 before1 July 2021 can now book their #CovidVaccine 👇

#KeepMertonSafe https://t.co/32LqajReSB",0
98654,"India supplied over 235 million total supplies of COVID-19 vaccines to 98 countries: NITI Aayog Vice-Chairman 

#India #CovidVaccine #NITIAayog https://t.co/3uzlkkEJkN",0
47666,"""""Matt Hancock, #BorisJohnson I am challenging you to rethink."""" @HarryRoche11 with plea over #CovidVaccine for peopl… https://t.co/WJejVlIx2h",0
34158,just got my first #CovidVaccine !!,0
51675,"#BigBird has been encouraging kids to get vaccines for about 50 YEARS
Pretty clear everyone whining about him telling kids to get the FREE &amp; SAFE FDA-APPROVED #CovidVaccine didn’t actually watch much #SesameStreet before now.

https://t.co/fSWID5ZFpn https://t.co/oU8LTL8U0t",0
76054,"""""Last week, Israel released preliminary data on the effects of vaccination for infection. Early indications suggest… https://t.co/HiQH0DLIpw",0
85482,UPMC Infectious Disease Specialist Dr. John Goldman says he has mixed feelings on the decision. Click the link for his full reaction. @UPMC #COVID19 #Pfizer https://t.co/BLTS7ZBgGv #CovidVaccine,0
82518,"Gotta find some humor in Covid.😂
#CovidVaccine #covidvariant #BoosterJab #antivaxxers https://t.co/vKaXmPMrWY",0
76425,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 18/02 at 08:30AM
FREE Slots 0
PAID Slots 0",0
13290,"We hope @BorisJohnson @MattHancock are ready this!!!
Single Covid vaccine dose in Israel 'less effective than we th… https://t.co/dDKxCYtKWL",0
47154,Had a #covax gathering tonight. Let me know when it's trending. #covidvaccine #coronavirus,0
53525,South East London CCG Learning Disability &amp; Autism team are hosting a Zoom discussion for people with Learning Disa… https://t.co/KjL31WewQ7,0
50682,"Felt very lucky to be in a position to receive the #CovidVaccine today 🙏 
#carer 
#keyworker https://t.co/BUrHCNdDhc",0
94725,Have any under-40s been able to book their #CovidVaccine #secondjab at the eight week mark? Mine's still booked at 10.5; can't seem to book it any earlier despite big public announcements by certain politicians.,0
56763,@handeman420 @DineshDSouza Yes. #biden promised a comprehensive national plan. #POTUS grand plan. Give the… https://t.co/MVoV8V7iIv,0
58830,"Glorious Russians have hacked into EMA and leaked a bunch of emails and documents
&gt;https:// 0x0 .st /-rGv .zip
&gt;pas… https://t.co/MkbtOCFoB8",0
7194,"100 CVS locations show #CovidVaccine slots in CA:
Alhambra
Anaheim
Arcadia
Artesia
Azusa
Bakersfield
Baldwin Park
B… https://t.co/lnZ8gbgmh2",0
30542,Is X-FILES relevant now... Did X-FILES predict the future? https://t.co/LEjj964bhQ #BillGatesBioTerrorist #COVIDVACCINE #TRUMP2024 #PierrePoilievreForCPC #ElonMusk #TrudeauIsDestroyingCanada,0
15735,Hubby got his #COVIDvaccine today 🙌🏻 so happy for him!  Can’t wait until I can get mine ♥️♥️ #covidfatigue is setti… https://t.co/hyMm8kHUEo,0
40869,"Is this #BigPharma money for the #CovidVaccine propaganda?

#Fauci (fuchi) on track for annual retirement payout up to $350K: report https://t.co/2vYHTTfNa8 via @nypost",0
62191,"At this tough situation we all Stand together. Lets fight united against this pandemic. There is no hindu, no muslim, we as a Indians take pledge to eradicate this virus from our country. United we stand, Divided we Fall. JaiHind❤️. #CovidIndia #CovidVaccine #CoronavirusIndia https://t.co/wTQNP0g4tc",0
81290,Am I being punk'd? I feel like I'm being punk'd. #Hannitysaidgetvaccinated #vaccinated #CovidVaccine #TeamPfizer #hotpeoplegetpfizer,0
6023,Over this Pandemic...Mutations... Vaccinations...Masks... All Of It... #COVID19 #COVID #CovidVaccine https://t.co/CnPezDlhbm,0
7396,"Unfortunately, due to #FoxBozo's repeat'n the #GOPLiars #LIES

Let say my entire Family from my children in their 30s to my 92yrs young Dad have gotten #CovidVaccine

And let me be the FIRST #NumeralUno #NumberOne 1st to #Mandate all my #FellowAmerican's to use their... https://t.co/sw0Yo6nK3f",0
56848,"#CoronavirusVaccineUpdate: #US expands #COVID19 boosters to all adults

#COVIDVaccination #COVID19 #CoronavirusPandemic #BossterShots #News #CovidVaccine 

https://t.co/IxJReZ1ZH4",0
10583,"It has been announced that full vaccination will be required for those in England working in frontline and ancillary posts in CQC registered activities in health and social care. What does this mean for employers? https://t.co/qkDkClaPHf

#CovidVaccine #CareSector #CQC https://t.co/OICftCrwKx",0
69027,8/if after all this you leave #unvaccinated be proud that you came this far. I’ve met patients who went ‘through with it’ on their 6th attempt. What awesome determination and persistence. This journey is a long one but we will get through it stronger together. #CovidVaccine,0
74655,"#CovidVaccine were administered on Postal employees of 18+ years by Health Dept. at Varanasi Cantt Head #PostOffice on the initiative of Postmaster General Mr. Krishna Kumar Yadav. 

#IndiaPost #vaccinated #COVID19 #VaccinesSaveLives #VaccinationDrive #Varanasi
@cpmgup @kkyadava https://t.co/9PBMTf65K5",0
19157,@HaltonHlthcare Is it true that @Oakville hospital has run out of 2nd doses for healthcare workers and essential ca… https://t.co/26Fox8qQ1L,0
18114,"4 Rite Aids show #CovidVaccine slots in VA:
Hampton (23663)
Hampton (23669)
Newport News (23602)
Poquoson (23662)
https://t.co/ZqarnP6tEX",0
40146,Finally got my parents their first COVID shots🎉🎉🎉 #CovidVaccine,0
33698,"I am fairly sure this website is just ... broken. 

I don't understand why competence is so hard. 

#COVIDVaccine",0
91113,Last chance to listen live to the first episode of the South Niagara Conversations Podcast. Episode 1 will be cover… https://t.co/oQqAFx8yoV,0
50665,"#CovidVaccine helps protect you from getting sick with the disease. Even if you are young, healthy and fit, the vaccine will give your body an extra layer of protection that it didn’t have. #getvaccinatedbze",0
36178,"This winter the potential for catching flu and COVID-19 at the same time means it's more important than ever to protect yourself, your family and patients.

Book your #CovidVaccine booster and/or flu jab now, #teamCNO. 💉 https://t.co/HnqvE0lnBD https://t.co/sl9xPDsYOa",0
44279,"I would request that @CDCDirector @POTUS release the primary data that indicate that &gt;80% of teachers, school staff… https://t.co/qtFUkE2zHz",0
58316,"The vaccine is not a cure, it is not an immunisation. It’s purpose is to (hopefully) prevent severe COVID symptoms… https://t.co/awXUuZD9Vq",0
83310,"@SBSNews @JayneHrdlicka thank you for mentioning #COVIDVaccine at the end of @AustralianOpen finals, and sorry you… https://t.co/HJ7EojXNXR",0
27434,"#TrudeauworstPMever
#TrudeauMustGo
#TrudeauHasGotToGo
#WEScandal
#OmicronVariant
#Canada
#TrudeauCorruption
#VaccineMandate
#VaccinePassports
#Quebec
#CovidVaccine

Canada Health Act
CBC News
Legault 

#Trudeau = #inflation

Where is our over paid under achieving RCMP ??? 🔎 https://t.co/7MqbkFqARI",0
98821,"ILLEGALS COMING ACROSS TEXAS BORDER UNIMPEDED NO HEALTH CHECK, SPREADING VIRUS TO TEXAS JUST AS THEY REOPEN STATE.… https://t.co/bDQi3kxNYj",0
85280,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 20/07 at 09:00AM
FREE Slots 0
PAID Slots 0",0
2144,@pressgazette @asharling Very important tool in fighting against COVID-19 vaccine misinformation. Thank you… https://t.co/h9dodeYfxc,0
35307,"Looking forward to joining Dr. @Nandita_Mani @UWMedicine @KCPubHealth and others in a multilingual #CovidVaccine panel discussion for South Asian community members. We’ll talk about our incredible vaccines, variants, and how to help keep everyone safe: https://t.co/QPnFr3Mf68 https://t.co/IXWm3Ltu3l",0
40527,"Whether it's protecting loved ones, or to keep life moving, we all have our reasons for getting the #COVIDVaccine. 

If you're eligible, get yours at one of our weekend walk-ins in #Southwark

Learn more https://t.co/ZFnr7oLlwn https://t.co/4yCXFY3oh2",
5141,"Meghalaya Chief Minister @SangmaConrad today received the second dose of Covid vaccine at Soksanang LP School, Lower Balsanang, Tura.
#TheAssamTribune #COVIDVaccine https://t.co/KArGoFTSs5",
2970,"Guys forget rolling up your sleeve just invest in short sleeved shirts from now on, lots more jibby jabs to come or you become and anti vaxxer conspiracy theorist lol! #covidbooster #covidvaccine #GetBoostedNow https://t.co/PmsaPlkNU0",
98651,First dose done ❤️ #CovidVaccine,
52445,"I had to get tested for #COVID19 
Watch here: ➡️ https://t.co/lcmknorQzS 
#youtube #youtuber #newyoutuber… https://t.co/uGOOjUp8oh",
40425,#WHO advisory expert group has just changed its stance on Oxford/AZ #COVIDVaccine - they are now recommending doses… https://t.co/RblIHhLnUL,
78133,Question: COVID-19 originated in China. I have seen pictures of parties and celebration in the Province where alleg… https://t.co/lslwatSBAV,
99770,Despite of many fake and agenda campaigns #indiatoday more than 70% is willing to take #CovidVaccine https://t.co/B2r6gCeefS,
1525,Scary example of what happens when there is NOT a concerted national/state/local effort with vaccination rollout… https://t.co/vXeuAn0QzW,
89272,Mom &amp; Dad just got #CovidVaccine round two. What a relief! Thank you @OHSUNews @flypdx https://t.co/86m1FUMbDu,
61442,"Why did/didn't you get the vaccine? 

#Covid #CovidVaccine #Covid_19",
12235,"Covaxin demonstrates 78 percent efficacy in Phase-3 interim analysis
#COVID19 #hyderabad #COVIDVaccine #BharatBiotech #Covaxin
https://t.co/u5kqXGw7ur",
90151,"Worth listening to. #COVID19Vic 
#CovidVaccine https://t.co/P8zse90ni3",
47825,"Damien McKeown, Project Manager &amp; central to the set-up of the roll-out of #covidvaccine at the hospital receiving… https://t.co/wTrvp5C622",
19105,"EXACTE !! ⏬⏬⏬⏬
#Covidvaccine 
#VacunaDeLaGrip https://t.co/EEnsfZQOsr",
2294,Miss Pat is one of many who received a COVID-10 vaccine today at @PremierHealthOH ! She did great. @WDTN… https://t.co/RM3fShLr5r,
59285,"Pregnant and thinking about whether the Covid-19 vaccine is right for you? Check out this website for FAQs and videos from women who share their thoughts on the #CovidVaccine  🤰🏽 

https://t.co/sep0z8q6kl https://t.co/K3JEtpNx8y",
84909,"Lower your child’s risk of #COVID19. Talk to your doctor, nurse, pharmacist, or local public health unit about the COVID-19 vaccination program in your area. | https://t.co/InYGxZdwVm #VaccinesWork #CovidVaccine https://t.co/FqfftSriz6",
74520,All done. One hour in the queue. 5 mins for processing and 5 min for vaccination. All good. #CovidVaccine #covidsurvivor #forusall https://t.co/x0PQeKgYur,
35059,"Almost 140,000 #CovidVaccine jabs have now been given in Wolverhampton, with more than 20,000 people having had the… https://t.co/DwEqkk8KYA",
97138,"Another """"mysterious sudden illness""""

#auspol #COVID19Vic #COVID19Aus #COVIDVaccine #COVID19 #auspol2021 #CovidUK #covid19sa #covid19nsw #covid19qld #covid19wa #covid19nt #covid19tas https://t.co/WGoDpCivK7",
28544,"Bhutan, Maldives First Among 6 Countries To Receive Indian COVID Vaccine

Read Here: https://t.co/aqkWSxqR1g… https://t.co/la7yvsTttd",
23520,"#VAERS #MensHealthWeek #Covidvaccine #ED 

""""ringing in the ears with headaches ... Woke up from sleep due to both nostrils getting clogged while I slept; woke up gasping for air. ... Penis no longer has the same sensation and difficulty with erection.""""

https://t.co/vuNRSut3TF",
64118,"The precaution dose will be administered to those who have completed nine months after the second dose

#CovidVaccine #PrecautionDose #coronavirus #omicron 
https://t.co/vzDqbaCI9y",
64269,@KatieCoffee1 My husband and I have appointments on Wednesday! #CovidVaccine,
23662,Fridays mean an #employeebenefits roundup from @mayereditor! From #workplace #mentalhealth to #COVIDvaccine strateg… https://t.co/PkTGJxHM69,
28700,A must watch from @ClareCraigPath #NoJabNoJob @BBCWorld @GBNEWS @thecoastguy @BernieSpofforth @JoannaBlythman @ToniaBuxton @danwootton #CovidVaccine https://t.co/6qC5WOAVR3,
37233,Rampant ignorance in the Trump Cult...  #CovidVaccine https://t.co/w27aOarSBe,
38087,"@barriecassidy @ScottMorrisonMP must now demand the leader of the National Party, Deputy Prime Minister @Barnaby_Joyce stand down if he will not condemn the comments of his National party colleagues #antivaxxers #whatGinaWants #CovidVaccine",
36121,Santa Barbara County Fire is helping Public Health with their vaccination clinic. The extra hands are allowing for… https://t.co/ajsxaX3YSk,
15296,Yes! Never happier to roll up my sleeve! #CovidVaccine #twofortwo #betheherd https://t.co/Y8NRYAx1dl,
62949,@natgarbia @christufton @themohwgovjm Breaks your heart right? Some are having to dispose of vaccines as you know..… https://t.co/ekmHj6q83i,
24572,"@MitchRichards95 Mitch, it would be great to talk to you about this @kath_hart #CovidVaccine people with #LearningDisabilities",
3164,"I’m getting my second dose of the Pfrizer vaccine, Fauci ouchi. #COVID19 #COVIDVaccine #COVID19Vaccine #Pfizer… https://t.co/5lzvoxaTf1",
6368,"NI’s Chief Medical Officer and Chief Scientific Adviser have appealed to the 18-29 age group to come forward for their #CovidVaccine 

It is now easier than ever to get a jab with walk-in, mobile &amp; pop-up vaccination clinics all now underway.

READ MORE➡️https://t.co/IQasQGOPcC https://t.co/8dEQxqfp3c",
77415,"@SParnis I know my dad would have taken any #CovidVaccine, had it been available for him in the US last year. He was 74. 😢

Now more than ever, I urge everyone to please get the jab—for you and for the people you love. 💉 #Covid19Vic",
53069,"GABRIOLA ISLAND
Vaccine appointments available Jan 19 at Island Pharmacy. Book online via booking invite or phone 1-833-838-2323.
#VHCDose3 #CovidVaccine #gabriola",
41456,"MORE LIKE #pandemicofthevaccinated
 @SensiGuru #GetYourBooster #getyourvaccine #covidvaccine #antivaxidiots #covidiots #provax #uneducated https://t.co/mFXThFsQRk",
18770,Slow #CovidVaccine supplies could lead to a lawsuit. https://t.co/uyhpDFzW9u,
67309,"Prof Karina Butler, #NIAC, recommends #covidvaccine for 12-15s with underlying health conditions or living with vulnerable children or adults, to avail of the vaccine.
But #teamGP has to wait for HSE/IMO/ICGP approval prior to vaccinating Thai age cohort. https://t.co/IDZGx71BVs",
31577,"MODERNA COVID VACCINE FOR PH. 

The Philippines has secured 20 million doses of Moderna’s COVID-19 vaccine in a tri… https://t.co/6WNNK9SbZy",
95783,"If you get the Vaccine, you can still Catch Covid and Transmit it to others 🥴 #COVID19 #CovidVaccine",
65674,Master #vaccine tracker ranking 28 players in #COVID19 #CovidVaccine race. Here's how it stacks up today from… https://t.co/Fp0QfIiLNk,
20169,"I predicted today’s big news two days ago! Do you finally believe? 😜
#Pfizer #CovidVaccine #coronavirus… https://t.co/ZZ1ysYkSNO",
8608,"Can we pls stop shitting ourselves about vaccine efficacy?! No vaccine will wholly prevent infection, if a vaccine… https://t.co/8zWJwLcDrz",
11885,"😉..Just don't do it!
#Nebenwirkungen #Geimpfte #Impfplicht #CovidVaccine https://t.co/3LzPzx5PVf",
26046,"The Pfizer/BioNTech COVID-19 vaccine is highly effective at preventing infection and symptomatic disease from the Delta variant among 12- to 18-year-olds, research conducted in Israel shows. #covidvaccine
https://t.co/7KAwamyEAo",
32978,"@ejordan12 is getting her shot
#ɢᴇᴛᴠᴀᴄᴄɪɴᴀᴛᴇᴅ #covidvaccine #newenglandpatriots @ Gillette Stadium https://t.co/HWD4vbhyhq",
1527,"My mother aged 60 had 3 surgeries and is a regular diabetic patient. #CovidVaccine in my village Sabir Abad, Karak, are only #Sinovac. She can’t travel to Islamabad for vaccinations. How can we get her vaccinated with #Moderna and #Pfizer? @OfficialNcoc @Asad_Umar @hamzashafqaat",
58535,"Let's unite to make India free of diseases and full of health, because only a healthy public can make a healthy rep… https://t.co/0t0A2L7Ta6",
6464,"Get back to doing the things you love. 

Book your #COVIDVaccine today. 

https://t.co/gt38K5gd8A, call 119 or visit a walk in clinic 

#PleaseGoAndDoIt https://t.co/CmOPjA5BMl",
27245,"📈 UK COVID Vaccine Stats for 1st January

1️⃣ Total 1st vaccines received: 0 (0.00% of population)
 +0 since last Tweet

2️⃣ Total 2nd vaccines received: 0 (0.00% of population)
+0 since last Tweet

#COVID_19 #CovidVaccine",
29420,There’s a lot of people asking about the roll-out to the public. This is the criteria currently being used from… https://t.co/qo7HQyj9D1,
52347,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 18/08 at 05:30PM
FREE Slots 
#COVISHIELD - Dose1:4, Dose2:0
PAID Slots 
#COVISHIELD - Dose1:1728, Dose2:1762
#COVAXIN - Dose1:872, Dose2:811
#SPUTNIKV - Dose1:0, Dose2:19",
35006,"Hey all, a bit of good news. My friend Hemu's an ER doc who after getting vaccinated could check, through a special… https://t.co/AJdzqPkRm9",
47844,Powerful stories from people in North Shields this week on what it means to them to receive the #CovidVaccine. Miss… https://t.co/1Q1rX5WUPO,
88978,Wife and I got our second shot! #CovidVaccine https://t.co/hwHCbfSA7s,
86038,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 08/11 at 10:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:649, Dose2:622
#COVAXIN - Dose1:613, Dose2:611
#SPUTNIKV - Dose1:93, Dose2:85",
37343,"Even Black Panther is getting their vaccine!

Go get vaccinated guys 😁

#CovidVaccine #GetVaccinated #VaccinesWork #AstraZeneca #Pfizer #Sinovac #COVIDVaccination https://t.co/usI2fYRgT3",
27389,"I will remove anything from image without losing details.
Order👉👉 https://t.co/BdwXpnVe4w
#freelancer #hireonfiverr… https://t.co/rB1NFe637r",
76611,Thanks Joe!! #CovidVaccine #ThanksBiden #IndependenceDay2021 https://t.co/O6yjpxzvnN,
81750,You don’t say 🤔#COVID19 #vaccinated #COVID #CovidVaccine #JoeBiden https://t.co/G2XyOYA7Ri,
53960,Let's help the kids get back to their normal life activities. Vaccinations are approved for ages 12+. #GetVaccinated #Vaccine #covidvaccine #vaccinationsavelives #LetKidsbeKids #covid_19 https://t.co/qXM5iH39RF,
25060,(9/10) Trump will distribute #Covidvaccine. Cuomo and Biden would delay. #AuditTheVote #stopthesteal  https://t.co/bn836VBF2E,
16739,@WHCOS THANK YOU! I’m 62 and want those shots in my arm ASAP! #CovidVaccine,
23551,"This is good news, finally things are moving along swiftly #Covid_19 #CovidVaccine is 95% effective
https://t.co/MZGjEadlQ5",
9140,Yesterday I got my #COVID19 vaccine! I hate taking shots! But I still did it! Lol! ^_^ Now I’m going to rest. (I took the on shot one.)@Xbox #Xbox #CovidVaccine #COVID19Vaccine #vaccinated https://t.co/w5PMTEqXiS,
39999,"Definitely the best reminder I've had on my phone for a very long time! 💙
#thankyouNHS #vaccineday #CovidVaccine https://t.co/GQpWLNKAZv",
71540,"Thank you @CDPHga ! My 86 yo dad got the vaccine today at Jim R Miller Park, Great operation on day two. Keep up the good work.#CovidVaccine",
66363,Say what? This hasn't been tested at all &amp; doesn't seem very prudent. How would you feel mixing up the COVID vaccin… https://t.co/TP9clmvAX5,
78110,CS Somesh Kumar holds teleconference with Collectors for launch of COVID vaccination programme in Telangana… https://t.co/HbLOZFSZMP,
15146,Took two eldest family for first #CovidVaccine dose today = feeling double grateful,
59488,"#KeepingDelhiSafe
#StayAlertStaySafe
Glimpses of blood donation camp organized at PS-SP Badli. @BadliPolice.… https://t.co/XnxuSg6FxA",
18409,"Dr Sarah """"Death"""" Jarvis on BBC Radio 2 giving her pessimistic outlook on life.
#JeremyVine #BBCNews #COVID19 #CovidVaccine",
57943,My son turned 5 yesterday and today he received his first #CovidVaccine #GetVaccinatedNow,
56932,"""""Its a bit like getting the driving test, you still wear a seat belt and obey the speed limit but the feeling of re… https://t.co/3cfDMd7Ylj",
17394,"And then, just like that, the gentleman who sent me the green light just recalled my #CovidVaccine confirmation?",
