,dominant_topic,month
26546,6,2021-04
26547,6,2021-07
26548,1,2021-02
26549,7,2021-08
26550,0,2021-02
26551,0,2021-02
26552,6,2021-02
26553,3,2021-09
26554,3,2022-03
26555,4,2022-12
26556,9,2021-12
26557,5,2021-07
26558,3,2021-10
26559,0,2021-12
26560,9,2021-04
26561,11,2021-02
26562,0,2021-02
26563,4,2021-12
26564,6,2021-02
26565,11,2021-01
26566,6,2021-03
26567,7,2021-03
26568,6,2022-03
26569,0,2021-01
26570,10,2021-01
26571,11,2021-05
26572,8,2021-01
26573,5,2021-07
26574,11,2021-11
26575,5,2021-12
26576,3,2021-01
26577,10,2020-11
26578,7,2022-04
26579,10,2021-05
26580,2,2021-06
26581,8,2021-05
26582,0,2022-06
26583,2,2021-07
26584,4,2021-10
26585,8,2021-07
26586,5,2021-10
26587,4,2021-11
26588,2,2021-01
26589,4,2021-04
26590,2,2021-08
26591,0,2021-08
26592,4,2021-12
26593,2,2021-01
26594,7,2022-04
26595,0,2021-08
26596,8,2021-08
26597,10,2020-12
26598,11,2022-01
26599,0,2020-12
26600,2,2021-03
26601,2,2021-04
26602,5,2022-03
26603,0,2021-01
26604,0,2021-02
26605,10,2021-01
26606,8,2021-09
26607,4,2021-02
26608,11,2021-07
26609,10,2021-07
26610,2,2021-01
26611,4,2021-09
26612,11,2021-07
26613,8,2021-02
26614,0,2021-03
26615,0,2021-01
26616,4,2021-01
26617,9,2020-12
26618,0,2021-01
26619,8,2021-07
26620,1,2021-11
26621,4,2022-09
26622,0,2021-12
26623,0,2021-10
26624,7,2021-01
26625,9,2022-04
26626,6,2021-04
26627,3,2021-10
26628,0,2021-04
26629,2,2021-07
26630,0,2021-02
26631,0,2021-12
26632,7,2021-01
26633,11,2021-07
26634,1,2021-04
26635,7,2021-06
26636,3,2021-04
26637,11,2021-05
26638,10,2021-02
26639,0,2021-02
26640,0,2021-11
26641,1,2021-02
26642,9,2021-04
26643,3,2021-03
26644,7,2021-09
26645,6,2021-01
26646,0,2021-11
26647,10,2020-09
26648,11,2021-01
26649,7,2021-01
26650,4,2022-01
26651,7,2021-03
26652,6,2020-06
26653,11,2021-01
26654,4,2022-07
26655,6,2021-08
26656,6,2021-12
26657,10,2021-05
26658,8,2021-05
26659,4,2022-01
26660,7,2021-02
26661,0,2021-04
26662,6,2021-01
26663,7,2022-01
26664,4,2021-03
26665,3,2021-02
26666,4,2021-03
26667,2,2021-03
26669,0,2021-02
26670,8,2021-08
26671,2,2021-12
26672,7,2021-06
26673,0,2021-03
26674,11,2021-10
26675,0,2021-06
26676,0,2020-12
26677,6,2021-01
26678,11,2021-01
26679,2,2021-02
26680,1,2021-08
26681,10,2021-12
26682,8,2021-01
26683,2,2021-01
26684,2,2020-12
26685,4,2021-02
26686,6,2021-10
26687,1,2021-02
26688,11,2021-01
26689,3,2022-10
26690,7,2022-12
26691,7,2021-01
26692,1,2021-05
26693,0,2021-02
26694,1,2021-08
26695,4,2020-11
26696,3,2022-09
26697,3,2021-01
26698,3,2022-02
26699,11,2020-12
26700,6,2021-02
26701,0,2021-02
26702,6,2021-07
26703,9,2021-09
26704,3,2021-04
26705,6,2021-07
26706,4,2021-01
26708,0,2021-01
26709,9,2021-10
26710,2,2021-03
26711,2,2020-11
26712,7,2021-05
26713,7,2021-09
26714,8,2022-03
26715,7,2021-04
26716,3,2021-11
26717,10,2021-06
26718,11,2021-10
26719,8,2021-12
26720,10,2021-01
26721,10,2021-07
26722,2,2021-03
26723,3,2021-01
26724,9,2021-05
26725,8,2021-03
26726,8,2022-12
26727,10,2021-02
26728,1,2021-07
26729,5,2021-11
26730,2,2021-06
26731,8,2021-01
26732,0,2020-11
26733,7,2022-09
26734,0,2021-07
26735,0,2021-02
26736,7,2021-03
26737,11,2021-01
26738,3,2021-07
26739,11,2021-11
26740,6,2020-11
26741,11,2021-06
26742,4,2021-10
26743,1,2021-06
26744,4,2021-04
26745,5,2022-05
26746,1,2021-03
26747,6,2021-07
26748,0,2021-10
26749,4,2022-04
26750,7,2022-08
26751,8,2021-01
26752,2,2021-10
26753,10,2021-10
26755,2,2021-02
26756,6,2021-07
26757,8,2021-05
26758,5,2021-02
26759,2,2021-01
26760,4,2020-11
26761,3,2021-10
26762,9,2021-01
26763,5,2022-12
26764,1,2021-11
26765,6,2021-01
26766,9,2021-02
26767,7,2021-03
26768,4,2021-11
26769,2,2021-06
26770,7,2021-07
26771,6,2020-11
26772,6,2022-01
26773,3,2021-08
26774,6,2022-08
26775,4,2021-07
26776,5,2022-01
26777,4,2021-12
26778,5,2021-06
26779,9,2021-12
26780,7,2021-12
26781,11,2021-01
26782,6,2020-09
26783,1,2021-03
26784,2,2022-04
26785,3,2021-07
26786,11,2022-05
26787,2,2020-12
26788,0,2021-01
26789,3,2021-08
26790,2,2021-06
26791,1,2021-01
26792,6,2021-03
26793,11,2021-02
26794,3,2021-04
26795,1,2021-07
26796,9,2022-03
26797,6,2020-08
26798,0,2021-09
26799,4,2021-03
26800,0,2021-07
26801,5,2021-02
26802,3,2021-07
26803,8,2021-02
26804,2,2020-09
26805,2,2022-12
26806,1,2021-05
26807,0,2022-07
26808,2,2022-03
26809,10,2021-12
26810,9,2021-02
26811,0,2021-12
26812,0,2021-07
26813,4,2020-11
26814,5,2022-07
26815,4,2021-04
26816,3,2021-04
26817,10,2021-01
26818,4,2021-02
26819,6,2021-04
26820,7,2021-03
26821,2,2021-12
26822,8,2020-12
26823,7,2021-09
26824,10,2021-07
26825,6,2021-04
26826,3,2021-01
26827,6,2020-04
26828,3,2021-10
26829,6,2021-03
26830,10,2021-02
26831,7,2021-05
26832,9,2020-09
26833,1,2022-05
26834,10,2021-03
26835,9,2021-02
26836,0,2021-03
26837,6,2021-02
26838,1,2022-06
26839,0,2021-03
26840,10,2021-03
26841,10,2021-02
26842,8,2021-08
26843,4,2021-10
26844,4,2021-08
26845,6,2021-07
26846,2,2021-04
26847,5,2022-05
26848,6,2021-10
26849,7,2021-06
26850,2,2021-02
26851,5,2021-08
26852,3,2021-12
26853,10,2021-05
26854,1,2022-01
26855,4,2021-05
26856,3,2021-11
26857,6,2021-10
26858,3,2022-09
26859,9,2021-02
26860,2,2021-01
26861,6,2021-07
26862,8,2021-10
26863,0,2021-04
26864,8,2021-01
26865,7,2021-02
26866,6,2021-03
26867,11,2021-01
26868,0,2022-04
26869,3,2020-01
26870,5,2021-04
26871,0,2021-03
26872,1,2021-07
26873,7,2022-01
26874,1,2021-01
26875,8,2021-12
26876,6,2021-02
26877,10,2021-01
26878,4,2022-03
26879,11,2021-12
26880,7,2021-02
26881,1,2022-01
26882,3,2021-07
26883,6,2021-02
26884,3,2021-03
26885,3,2022-11
26886,7,2022-01
26887,3,2021-08
26888,5,2022-01
26889,2,2021-04
26890,4,2021-02
26891,10,2021-09
26892,3,2020-12
26893,7,2021-06
26894,7,2021-10
26895,10,2021-01
26896,2,2021-06
26897,6,2021-04
26898,11,2020-12
26899,4,2021-03
26900,9,2021-10
26901,5,2022-07
26902,2,2022-04
26903,7,2021-05
26904,7,2021-02
26905,4,2021-07
26906,11,2021-11
26907,2,2021-01
26908,4,2021-10
26909,3,2021-05
26910,7,2021-05
26911,6,2020-09
26912,8,2021-03
26913,4,2021-01
26914,9,2021-08
26915,6,2021-08
26916,10,2021-08
26917,4,2021-02
26918,2,2021-01
26919,0,2021-11
26920,3,2022-07
26921,0,2021-03
26922,2,2021-02
26923,2,2022-08
26924,2,2022-05
26925,8,2021-06
26926,0,2021-03
26927,4,2020-08
26928,3,2021-09
26929,2,2021-03
26930,7,2021-12
26931,2,2021-10
26932,0,2021-03
26933,0,2021-08
26934,10,2021-02
26935,6,2020-07
26936,0,2021-03
26937,9,2021-05
26938,3,2020-09
26939,3,2021-11
26940,7,2021-05
26941,2,2021-04
26942,2,2021-02
26943,5,2022-03
26944,4,2021-01
26945,10,2021-12
26946,0,2021-12
26947,0,2021-11
26948,9,2020-10
26949,0,2021-01
26950,2,2020-11
26951,0,2021-03
26952,11,2022-11
26953,3,2022-05
26954,3,2021-03
26955,2,2021-08
26956,11,2022-08
26957,5,2021-08
26958,11,2021-06
26959,8,2021-05
26960,11,2021-06
26961,11,2021-12
26962,11,2021-01
26963,7,2022-05
26964,8,2021-03
26965,0,2021-05
26966,2,2020-12
26967,3,2021-07
26968,4,2021-06
26969,4,2021-07
26970,2,2022-02
26971,0,2021-08
26972,7,2021-10
26973,11,2022-05
26974,7,2021-03
26975,1,2021-07
26976,11,2020-12
26977,4,2021-01
26978,0,2021-02
26979,1,2021-02
26980,0,2020-08
26981,9,2021-10
26982,2,2022-01
26983,8,2021-03
26984,2,2021-01
26985,10,2021-07
26986,10,2021-02
26987,2,2021-04
26988,9,2021-05
26989,6,2021-05
26990,0,2021-10
26991,7,2021-08
26992,7,2021-07
26993,9,2021-04
26994,11,2021-08
26995,11,2021-02
26996,2,2021-07
26997,3,2021-01
26998,9,2021-01
26999,6,2021-10
27000,7,2022-01
27001,0,2021-12
27002,6,2021-11
27003,3,2020-12
27004,7,2021-02
27005,2,2021-12
27006,8,2020-10
27007,4,2021-02
27008,4,2022-05
27009,10,2020-12
27010,2,2021-07
27011,8,2021-03
27012,3,2021-08
27013,7,2021-01
27014,2,2021-08
27015,4,2021-03
27016,7,2022-07
27017,5,2021-08
27018,10,2021-01
27020,3,2021-01
27021,1,2022-08
27022,7,2021-06
27023,6,2021-01
27025,6,2021-05
27026,6,2020-11
27027,2,2020-12
27028,3,2021-08
27029,0,2021-04
27030,2,2021-05
27031,4,2021-07
27032,6,2021-07
27033,6,2021-08
27034,0,2021-01
27035,9,2021-01
27036,3,2021-01
27037,10,2020-09
27038,0,2021-08
27039,8,2021-11
27040,4,2020-12
27041,0,2021-12
27042,0,2020-12
27043,6,2021-07
27044,5,2021-08
27045,6,2020-12
27046,4,2021-06
27047,0,2021-01
27048,2,2020-09
27049,11,2021-10
27050,11,2021-01
27051,8,2021-06
27052,0,2021-07
27053,5,2021-06
27054,4,2021-08
27055,7,2021-11
27056,6,2021-03
27057,7,2021-01
27058,5,2021-10
27059,6,2021-09
27060,3,2021-04
27061,4,2021-08
27062,2,2021-01
27063,7,2021-02
27064,7,2021-03
27065,0,2021-04
27066,1,2021-04
27067,6,2021-12
27068,11,2021-01
27069,2,2021-01
27070,1,2021-01
27071,6,2022-12
27072,2,2021-01
27073,0,2021-02
27074,9,2021-05
27075,6,2020-12
27076,10,2021-02
27077,7,2021-03
27078,6,2021-07
27079,2,2022-11
27080,8,2021-02
27081,3,2021-07
27082,11,2021-01
27083,3,2021-05
27084,4,2020-10
27085,0,2021-03
27086,2,2020-11
27087,0,2021-01
27089,2,2021-06
27090,7,2021-06
27091,11,2021-03
27092,7,2022-08
27093,0,2022-03
27094,4,2022-01
27095,2,2021-11
27096,9,2022-09
27097,10,2021-01
27098,7,2020-11
27099,11,2021-04
27100,3,2021-06
27101,6,2021-10
27102,11,2020-12
27103,0,2021-07
27104,4,2021-10
27105,2,2021-04
27106,0,2021-03
27107,1,2021-02
27108,7,2022-02
27109,7,2021-10
27110,11,2021-04
27111,2,2021-03
27112,8,2022-02
27113,8,2022-02
27114,0,2021-08
27115,6,2021-06
27116,0,2021-05
27117,1,2021-04
27118,0,2021-01
27119,4,2021-07
27120,4,2021-10
27121,7,2021-12
27122,3,2021-03
27123,6,2022-04
27124,6,2020-12
27125,7,2021-06
27126,8,2021-02
27127,6,2021-03
27128,2,2021-07
27129,0,2021-09
27130,4,2022-04
27131,5,2021-03
27132,0,2022-08
27133,8,2021-03
27134,9,2021-10
27135,5,2022-02
27136,6,2021-04
27137,4,2021-06
27138,1,2021-04
27139,1,2021-04
27140,0,2021-05
27141,3,2021-04
27142,11,2021-04
27143,2,2020-08
27144,7,2021-04
27145,7,2021-07
27146,2,2020-09
27147,7,2021-09
27148,0,2021-04
27149,11,2020-12
27150,7,2021-09
27151,9,2021-12
27152,4,2021-02
27153,3,2021-11
27154,0,2021-01
27155,11,2022-02
27156,7,2021-11
27157,6,2021-11
27158,7,2021-02
27159,4,2021-01
27160,6,2021-08
27161,2,2021-05
27162,7,2021-09
27163,3,2020-12
27164,7,2021-05
27165,2,2021-11
27166,0,2021-06
27167,2,2021-09
27168,9,2022-07
27169,0,2021-10
27170,6,2021-09
27171,0,2021-05
27172,2,2021-01
27173,4,2021-09
27174,8,2021-08
27175,6,2021-03
27176,4,2021-02
27177,2,2020-03
27178,4,2022-06
27179,10,2021-10
27180,6,2021-11
27181,7,2021-10
27182,4,2021-01
27183,0,2021-09
27184,8,2021-12
27185,0,2021-01
27186,4,2022-11
27187,4,2020-08
27188,11,2022-02
27189,4,2020-08
27190,6,2021-07
27191,11,2021-01
27192,11,2021-03
27193,9,2020-12
27194,8,2022-06
27195,6,2021-07
27196,5,2022-11
27197,0,2021-01
27198,4,2021-02
27199,8,2021-03
27200,0,2021-01
27201,6,2021-12
27202,7,2022-01
27203,11,2021-07
27204,7,2022-07
27205,5,2021-09
27206,3,2021-10
27207,1,2021-07
27208,0,2021-11
27209,10,2021-06
27210,6,2021-01
27212,9,2021-09
27213,6,2022-01
27214,11,2021-03
27215,4,2021-07
27216,3,2021-07
27217,2,2021-07
27218,9,2022-01
27219,3,2021-07
27220,0,2021-12
27221,10,2021-02
27222,10,2021-01
27223,7,2021-08
27224,1,2021-05
27225,2,2021-11
27226,10,2021-03
27227,10,2021-08
27228,8,2021-06
27229,3,2021-11
27230,6,2021-04
27231,10,2021-02
27232,2,2021-02
27233,4,2021-10
27234,0,2021-03
27235,9,2021-05
27236,7,2022-01
27237,0,2021-01
27238,8,2021-07
27239,2,2021-09
27240,8,2022-08
27241,6,2021-06
27242,1,2021-10
27243,3,2021-07
27244,3,2021-10
27245,0,2021-11
27246,0,2021-03
27247,11,2021-04
27248,2,2021-08
27249,8,2021-07
27250,1,2021-04
27251,3,2021-04
27252,2,2022-03
27253,11,2021-10
27254,10,2021-04
27255,7,2021-07
27256,2,2021-03
27257,0,2021-04
27258,4,2021-01
27259,7,2021-05
27260,3,2021-02
27261,7,2022-12
27262,3,2022-01
27263,0,2021-07
27264,5,2022-04
27265,11,2021-04
27266,8,2022-03
27267,0,2021-12
27268,0,2021-11
27269,3,2021-08
27270,8,2022-02
27271,0,2021-12
27272,8,2022-12
27273,7,2021-02
27274,9,2021-03
27275,4,2021-01
27276,4,2020-08
27277,3,2021-07
27278,2,2022-08
27279,8,2020-12
27280,10,2021-02
27281,0,2021-02
27282,3,2021-02
27283,8,2020-12
27284,7,2021-05
27285,4,2021-03
27286,2,2021-02
27287,5,2021-10
27288,4,2021-01
27289,5,2021-11
27290,10,2021-03
27291,1,2022-01
27292,2,2021-01
27293,1,2021-11
27294,8,2021-09
27295,3,2022-03
27296,6,2021-03
27297,2,2021-08
27298,4,2022-08
27299,10,2022-03
27300,7,2021-06
27301,9,2022-07
27302,8,2021-02
27303,9,2021-01
27304,2,2021-02
27305,3,2021-05
27306,3,2021-07
27307,10,2021-12
27308,8,2021-08
27309,1,2021-01
27310,0,2021-03
27311,4,2021-01
27312,0,2021-01
27313,6,2021-07
27314,3,2021-04
27315,10,2022-01
27316,9,2022-03
27317,9,2020-08
27318,9,2021-12
27319,3,2021-01
27320,4,2021-04
27321,11,2021-03
27322,9,2021-09
27323,6,2022-05
27324,11,2021-04
27325,0,2021-01
27326,11,2021-05
27327,3,2021-01
27328,0,2021-05
27329,4,2021-02
27330,4,2022-05
27331,3,2021-03
27332,7,2021-02
27333,3,2022-08
27334,9,2021-05
27335,4,2021-07
27336,9,2021-12
27337,11,2020-12
27338,4,2020-12
27339,0,2021-08
27340,6,2021-07
27341,2,2021-06
27342,7,2021-07
27343,6,2021-07
27344,5,2022-04
27345,10,2021-01
27346,7,2021-03
27347,1,2021-02
27348,1,2021-09
27349,4,2020-11
27350,6,2021-01
27351,7,2021-03
27352,11,2021-01
27353,7,2021-04
27354,5,2022-09
27355,2,2021-12
27356,1,2021-01
27357,1,2021-07
27358,6,2022-01
27359,4,2020-12
27360,0,2021-01
27361,0,2021-07
27362,4,2021-06
27363,4,2020-11
27364,9,2021-03
27365,2,2021-01
27366,3,2021-11
27367,6,2022-08
27368,3,2020-12
27369,0,2021-08
27370,8,2021-10
27371,4,2021-07
27372,5,2022-04
27373,1,2021-04
27374,3,2020-09
27375,2,2022-10
27376,1,2021-07
27377,6,2021-08
27378,5,2022-01
27379,2,2021-03
27380,9,2021-11
27381,6,2021-05
27382,5,2021-07
27383,3,2021-07
27384,6,2020-11
27385,5,2021-03
27386,3,2021-02
27387,7,2021-11
27388,1,2021-07
27389,7,2022-01
27390,6,2021-11
27391,0,2021-01
27392,3,2021-08
27393,11,2021-12
27394,3,2022-05
27395,10,2021-01
27396,6,2020-02
27397,4,2021-01
27398,4,2021-07
27399,1,2021-03
27400,1,2021-05
27401,10,2021-08
27402,7,2021-02
27403,0,2021-05
27404,4,2021-04
27406,6,2020-12
27407,10,2021-02
27408,0,2021-09
27409,10,2021-01
27410,4,2021-12
27411,5,2022-04
27412,4,2020-09
27413,9,2021-03
27414,5,2021-11
27415,10,2021-01
27416,9,2021-03
27417,4,2022-08
27418,0,2021-11
27419,0,2021-10
27420,0,2021-05
27421,3,2021-01
27422,0,2021-11
27423,6,2021-03
27424,6,2021-10
27425,8,2022-04
27426,3,2022-11
27427,10,2020-12
27428,7,2021-03
27429,2,2022-12
27430,5,2021-04
27431,11,2021-01
27432,6,2022-02
27433,11,2021-02
27434,10,2021-01
27435,3,2020-12
27436,2,2021-01
27437,2,2020-11
27438,7,2022-03
27439,7,2021-11
27440,0,2021-05
27441,0,2021-01
27442,7,2021-03
27443,11,2022-01
27444,6,2021-07
27445,0,2021-10
27446,2,2021-04
27447,10,2021-03
27448,2,2021-05
27449,10,2020-12
27450,0,2021-05
27451,2,2021-10
27452,4,2021-04
27453,2,2021-02
27454,11,2021-03
27455,3,2021-10
27456,2,2020-11
27457,6,2021-07
27458,3,2021-03
27459,2,2021-07
27460,10,2021-02
27461,6,2021-05
27462,2,2021-12
27463,6,2021-10
27464,8,2021-01
27465,8,2021-07
27466,0,2021-01
27467,2,2021-08
27468,2,2021-01
27469,9,2021-10
27470,9,2021-08
27471,8,2022-02
27472,1,2021-04
27473,9,2021-10
27474,4,2022-08
27475,3,2021-11
27476,10,2021-07
27477,6,2021-01
27478,11,2021-01
27479,9,2020-11
27480,8,2021-05
27481,4,2021-07
27482,11,2021-08
27483,11,2022-01
27484,8,2021-06
27485,4,2021-05
27486,3,2021-09
27487,5,2022-01
27488,5,2021-08
27489,0,2022-11
27490,3,2021-08
27491,3,2021-10
27492,8,2021-07
27493,5,2021-01
27494,0,2022-12
27495,6,2021-11
27496,9,2021-06
27497,5,2022-05
27498,8,2021-11
27499,2,2020-07
27500,0,2021-03
27501,3,2021-01
27502,3,2021-05
27503,0,2021-11
27504,5,2022-07
27505,4,2021-06
27506,2,2021-05
27507,0,2021-01
27508,6,2021-01
27509,8,2021-04
27510,11,2021-07
27511,4,2020-11
27512,6,2021-02
27513,3,2021-05
27514,0,2021-11
27515,4,2022-01
27516,10,2021-05
27517,2,2021-11
27518,10,2021-12
27519,4,2021-11
27520,0,2020-09
27521,7,2021-06
27522,2,2021-08
27523,0,2021-03
27524,11,2022-05
27525,10,2021-08
27526,7,2022-04
27527,6,2021-01
27528,5,2022-03
27529,10,2020-12
27530,6,2021-03
27531,6,2021-08
27532,4,2021-04
27533,11,2021-07
27534,10,2021-10
27535,0,2021-05
27536,5,2022-11
27537,4,2021-05
27538,10,2020-11
27539,5,2022-02
27540,4,2021-08
27541,7,2021-11
27542,6,2021-09
27543,4,2021-02
27544,10,2021-01
27545,2,2021-02
27546,6,2021-10
27547,0,2021-03
27548,8,2021-12
27549,1,2021-08
27550,7,2022-02
27551,5,2021-07
27552,11,2021-03
27553,2,2022-03
27554,10,2021-07
27555,3,2021-07
27556,0,2020-01
27557,4,2020-11
27558,1,2021-02
27559,6,2021-03
27560,0,2021-01
27561,6,2020-11
27562,10,2021-02
27563,3,2021-09
27564,10,2021-02
27565,4,2021-12
27566,11,2021-09
27567,11,2021-01
27568,3,2021-08
27569,10,2021-01
27570,5,2021-04
27571,0,2020-10
27572,3,2021-08
27573,10,2021-01
27574,2,2021-12
27575,7,2021-10
27576,0,2020-09
27577,4,2021-05
27578,11,2021-01
27579,2,2021-02
27580,2,2021-08
27581,9,2021-12
27582,6,2021-01
27583,10,2021-01
27584,11,2021-09
27585,4,2021-04
27586,7,2021-12
27587,11,2021-01
27588,7,2021-01
27589,8,2020-12
27590,3,2021-10
27591,10,2021-02
27592,6,2021-07
27593,0,2021-09
27594,4,2022-05
27595,10,2021-01
27596,7,2022-10
27597,0,2021-04
27598,7,2021-01
27599,3,2022-09
27600,8,2021-07
27601,0,2021-02
27602,8,2022-05
27603,10,2021-01
27604,10,2020-12
27605,3,2021-01
27606,6,2021-01
27607,2,2021-11
27608,0,2021-07
27609,7,2021-01
27610,7,2021-09
27611,4,2020-12
27612,0,2021-04
27613,6,2021-01
27614,11,2021-10
27615,0,2021-12
27616,1,2021-01
27617,10,2021-01
27618,2,2021-02
27619,11,2021-07
27620,11,2020-12
27621,2,2021-03
27622,3,2021-02
27623,0,2021-12
27624,2,2021-08
27625,4,2021-01
27626,7,2021-04
27627,6,2021-12
27628,10,2021-01
27629,5,2021-09
27630,2,2021-01
27631,10,2021-12
27632,0,2021-08
27633,11,2020-09
27634,9,2021-10
27635,9,2021-04
27636,11,2021-11
27637,6,2021-08
27638,3,2020-08
27639,10,2022-10
27640,4,2021-06
27641,6,2021-02
27642,5,2022-02
27643,1,2021-01
27644,8,2021-03
27645,5,2022-04
27646,7,2021-08
27647,7,2021-02
27648,9,2021-12
27649,0,2021-02
27650,0,2021-04
27651,9,2022-02
27652,1,2021-12
27653,8,2021-07
27654,2,2021-04
27655,0,2021-05
27656,10,2020-09
27657,3,2021-11
27658,7,2021-04
27659,3,2021-03
27661,8,2021-01
27662,10,2021-03
27663,11,2021-12
27664,0,2022-05
27665,11,2021-02
27666,6,2021-02
27667,0,2021-01
27668,4,2022-03
27669,10,2020-12
27670,11,2021-09
27671,2,2021-01
27672,2,2021-10
27673,6,2021-08
27674,2,2021-05
27675,7,2021-04
27676,11,2021-02
27677,4,2021-03
27678,7,2021-03
27679,8,2022-06
27680,3,2021-12
27681,4,2022-05
27682,0,2021-07
27683,3,2021-02
27684,6,2022-02
27685,8,2021-04
27686,2,2021-07
27687,0,2021-01
27688,4,2021-01
27689,3,2021-02
27690,0,2021-11
27691,6,2021-12
27692,10,2021-01
27693,4,2022-01
27694,4,2021-06
27695,1,2021-11
27696,6,2021-09
27697,4,2021-10
27698,10,2021-02
27699,3,2021-04
27700,11,2020-12
27701,2,2020-12
27702,4,2020-11
27703,2,2021-11
27704,4,2021-04
27705,3,2022-02
27706,3,2020-12
27707,6,2021-12
27708,11,2021-02
27709,10,2021-09
27710,10,2022-01
27711,3,2021-12
27712,6,2020-12
27713,4,2020-08
27714,2,2021-07
27715,7,2021-03
27716,1,2021-03
27717,0,2021-08
27718,8,2020-12
27719,6,2021-02
27720,4,2021-04
27721,5,2022-06
27722,7,2022-11
27723,0,2021-05
27724,2,2021-11
27725,1,2022-04
27726,10,2021-01
27727,2,2021-08
27728,9,2021-02
27729,7,2021-08
27730,9,2021-02
27731,8,2021-08
27732,7,2022-01
27733,0,2022-03
27734,2,2021-03
27735,0,2021-01
27736,6,2021-02
27737,2,2021-01
27738,9,2020-08
27739,0,2021-12
27740,4,2022-02
27741,0,2021-11
27742,6,2020-12
27743,1,2021-01
27744,9,2021-07
27745,6,2021-01
27746,0,2021-01
27747,3,2021-03
27748,1,2021-10
27749,1,2021-08
27750,6,2021-11
27751,2,2021-03
27752,11,2021-12
27753,2,2021-11
27754,7,2021-04
27755,0,2021-06
27756,10,2021-01
27757,0,2021-04
27758,9,2021-07
27759,6,2021-12
27760,10,2021-09
27761,10,2021-01
27762,0,2021-03
27764,5,2021-12
27765,8,2021-08
27766,4,2021-12
27767,4,2022-01
27768,8,2021-02
27769,7,2021-06
27770,0,2021-07
27771,3,2020-09
27772,4,2021-06
27773,10,2021-01
27774,4,2021-08
27775,0,2021-03
27776,10,2021-08
27777,7,2021-12
27778,0,2021-02
27779,6,2020-11
27780,8,2020-12
27781,0,2021-03
27782,8,2021-02
27783,11,2021-06
27784,6,2021-01
27785,3,2021-05
27786,9,2021-12
27787,2,2021-04
27788,10,2021-01
27790,0,2021-04
27791,10,2021-05
27792,11,2021-03
27793,2,2021-03
27794,4,2020-12
27795,3,2021-06
27796,2,2021-05
27797,6,2022-03
27798,3,2021-08
27799,4,2021-07
27800,0,2021-10
27801,11,2021-02
27802,7,2021-02
27803,1,2021-02
27804,6,2021-01
27805,1,2021-10
27806,6,2021-12
27807,6,2021-04
27808,0,2021-11
27809,6,2021-06
27810,10,2021-02
27811,9,2021-06
27812,0,2021-04
27813,1,2021-10
27814,0,2021-04
27815,2,2021-03
27816,10,2021-11
27817,7,2021-03
27818,0,2021-10
27819,7,2021-07
27820,4,2021-05
27821,4,2022-12
27822,0,2021-06
27823,9,2021-11
27824,3,2022-06
27825,3,2021-10
27826,2,2020-09
27827,5,2021-08
27828,2,2021-11
27829,3,2021-04
27830,10,2022-01
27831,6,2021-07
27832,2,2021-03
27833,10,2021-01
27834,3,2022-07
27835,8,2021-10
27836,2,2020-01
27837,10,2020-11
27838,1,2021-03
27839,11,2021-12
27840,0,2021-01
27841,10,2021-02
27842,4,2021-05
27843,10,2021-05
27844,11,2021-01
27845,0,2021-09
27846,4,2021-07
27847,8,2020-12
27848,5,2021-10
27849,0,2021-08
27850,9,2021-07
27851,1,2021-02
27852,1,2021-07
27853,8,2022-09
27854,7,2021-11
27855,3,2021-02
27856,5,2021-10
27857,9,2021-11
27858,7,2021-07
27859,3,2022-03
27860,4,2021-05
27861,3,2021-09
27862,7,2021-12
27863,4,2022-01
27864,2,2021-02
27865,10,2021-08
27866,4,2021-05
27867,6,2021-07
27868,7,2021-07
27869,2,2020-11
27870,5,2021-02
27871,0,2021-12
27872,4,2021-08
27873,7,2021-04
27874,10,2021-01
27875,2,2021-02
27876,6,2021-02
27877,3,2021-07
27878,11,2021-08
27879,5,2022-07
27880,0,2021-07
27881,8,2021-07
27882,0,2021-01
27883,1,2021-03
27884,6,2021-11
27885,1,2021-01
27886,5,2022-03
27887,2,2021-12
27888,8,2021-12
27889,11,2021-01
27890,7,2021-02
27891,11,2020-09
27892,4,2021-01
27893,2,2021-01
27895,3,2021-01
27896,10,2021-01
27897,0,2021-05
27898,8,2021-02
27899,9,2021-10
27900,0,2021-06
27901,4,2021-02
27902,2,2020-12
27903,11,2021-09
27904,2,2021-03
27905,8,2022-11
27906,10,2021-01
27907,4,2021-07
27908,7,2021-03
27909,4,2021-08
27910,9,2021-07
27911,4,2021-01
27912,7,2022-08
27913,10,2021-09
27914,7,2021-08
27915,4,2021-03
27916,5,2022-03
27917,0,2021-12
27919,3,2021-01
27920,2,2021-02
27921,1,2021-01
27922,11,2020-12
27923,4,2021-11
27924,5,2022-08
27925,9,2021-01
27926,7,2020-12
27927,7,2022-04
27928,8,2021-03
27929,2,2020-12
27930,10,2021-05
27931,7,2021-02
27932,5,2022-01
27933,3,2022-09
27934,9,2021-01
27935,3,2021-01
27936,8,2021-03
27937,0,2022-05
27938,9,2022-09
27939,6,2021-09
27940,3,2021-05
27941,10,2022-01
27942,0,2021-02
27943,4,2021-10
27944,11,2020-12
27945,0,2021-07
27946,11,2021-08
27947,10,2021-05
27948,4,2021-03
27949,10,2021-08
27950,3,2022-02
27951,2,2021-03
27952,7,2021-02
27953,6,2022-11
27954,4,2021-09
27955,11,2021-01
27956,8,2021-07
27957,3,2021-02
